0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:21.0,Offensive rebound by Team, ,25-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:21.0,A. Wiggins makes free throw 2 of 2,+1,26-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:03.0, , ,26-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:00.0,Defensive rebound by M. Chriss, ,26-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:53.0,J. Poole makes 2-pt jump shot from 11 ft,+2,28-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:43.0, , ,28-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:34.0,Turnover by A. Wiggins (traveling), ,28-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:34.0, , ,28-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:16.0, , ,28-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:12.0,Defensive rebound by A. Wiggins, ,28-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:00.0,M. Chriss misses 2-pt layup from 3 ft (block by J. Allen), ,28-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:00.0,Offensive rebound by Team, ,28-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:57.0,A. Wiggins makes 2-pt layup at rim (assist by B. Wanamaker),+2,30-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:41.0, , ,30-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:38.0,Defensive rebound by M. Chriss, ,30-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:33.0,E. Paschall misses 2-pt layup from 1 ft (block by J. Allen), ,30-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:29.0, , ,30-44
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:25.0, , ,30-47
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:13.0,Turnover by B. Wanamaker (bad pass; steal by T. Prince), ,30-47
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:12.0, , ,30-47
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:12.0, , ,30-47
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:12.0, , ,30-47
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:12.0, , ,30-47
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:12.0, , ,30-48
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:00.0,A. Wiggins misses 2-pt jump shot from 10 ft, ,30-48
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:57.0, , ,30-48
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:48.0, , ,30-48
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:48.0, , ,30-49
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:48.0,J. Toscano-Anderson enters the game for M. Chriss, ,30-49
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:48.0,J. Wiseman enters the game for E. Paschall, ,30-49
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:48.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:25.0,A. Wiggins misses 2-pt jump shot from 12 ft, ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:21.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:16.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:56.0,J. Poole misses 2-pt jump shot from 12 ft, ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:52.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:49.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:49.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:49.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:49.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:49.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:49.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:38.0,J. Wiseman misses 2-pt layup from 6 ft, ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:36.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:22.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:19.0,Offensive foul by J. Wiseman (drawn by K. Durant), ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:19.0,Turnover by J. Wiseman (offensive foul), ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:19.0,S. Curry enters the game for A. Wiggins, ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:05.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:05.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:05.0,K. Oubre enters the game for J. Poole, ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:03.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:59.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:53.0, , ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:49.0,Defensive rebound by K. Oubre, ,30-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:44.0,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Toscano-Anderson),+3,33-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:29.0, , ,33-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:27.0,Defensive rebound by J. Toscano-Anderson, ,33-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:19.0,S. Curry misses 2-pt layup from 1 ft, ,33-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:17.0, , ,33-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:09.0, , ,33-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:09.0,Defensive rebound by Team, ,33-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:09.0, , ,33-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:57.0,J. Wiseman makes 2-pt layup from 1 ft (assist by S. Curry),+2,35-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:39.0, , ,35-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:36.0, , ,35-50
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:35.0, , ,35-52
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:24.0,K. Oubre misses 2-pt jump shot from 12 ft, ,35-52
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:21.0, , ,35-52
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:17.0, , ,35-52
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:01.0,K. Oubre misses 3-pt jump shot from 25 ft, ,35-52
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:58.0, , ,35-52
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:52.0, , ,35-54
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:40.0,S. Curry makes 2-pt layup from 1 ft,+2,37-54
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:34.0, , ,37-54
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:34.0, , ,37-54
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:34.0, , ,37-54
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:22.0,S. Curry misses 2-pt layup from 2 ft (block by C. LeVert), ,37-54
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:22.0, , ,37-54
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:18.0, , ,37-56
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:18.0,Golden State full timeout, ,37-56
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:18.0,A. Wiggins enters the game for J. Toscano-Anderson, ,37-56
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:07.0,J. Wiseman makes 2-pt layup from 3 ft (assist by S. Curry),+2,39-56
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:53.0, , ,39-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:36.0,K. Oubre misses 2-pt layup at rim (block by J. Harris), ,39-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:34.0,Offensive rebound by K. Oubre, ,39-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:33.0,K. Oubre misses 2-pt layup from 1 ft, ,39-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:31.0,Offensive rebound by K. Oubre, ,39-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:29.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by K. Oubre),+3,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:20.0, , ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:20.0, , ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:20.0,J. Toscano-Anderson enters the game for B. Wanamaker, ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:08.0,Turnover by S. Curry (bad pass; steal by K. Durant), ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:04.0, , ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:01.0,Defensive rebound by J. Wiseman, ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:57.0,S. Curry misses 3-pt jump shot from 25 ft, ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:54.0, , ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:49.0, , ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:49.0, , ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:49.0, , ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:45.0, , ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:40.0,Defensive rebound by J. Toscano-Anderson, ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:32.0,Turnover by A. Wiggins (step out of bounds), ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:21.0, , ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:21.0, , ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:06.0,A. Wiggins misses 3-pt jump shot from 24 ft, ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:05.0, , ,42-58
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:53.0, , ,42-60
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:44.0,Shooting foul by K. Durant (drawn by J. Wiseman), ,42-60
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:44.0,J. Wiseman misses free throw 1 of 2, ,42-60
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:44.0,Offensive rebound by Team, ,42-60
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:44.0,J. Wiseman makes free throw 2 of 2,+1,43-60
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:29.0, , ,43-60
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:26.0,Defensive rebound by J. Toscano-Anderson, ,43-60
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:12.0,S. Curry makes 2-pt jump shot from 19 ft,+2,45-60
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:04.0, , ,45-63
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:00.0,S. Curry misses 3-pt jump shot from 43 ft, ,45-63
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:00.0,Offensive rebound by Team, ,45-63
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:00.0,End of 2nd quarter,,
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,12:00.0,Start of 3rd quarter,,
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:47.0,A. Wiggins misses 2-pt layup from 3 ft (block by K. Durant), ,45-63
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:43.0, , ,45-63
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:34.0, , ,45-65
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:23.0,K. Oubre misses 3-pt jump shot from 26 ft, ,45-65
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:19.0, , ,45-65
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:17.0, , ,45-65
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:17.0, , ,45-66
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:17.0, , ,45-67
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:58.0,J. Wiseman misses 2-pt jump shot from 21 ft, ,45-67
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:53.0, , ,45-67
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:51.0, , ,45-67
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:51.0, , ,45-68
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:51.0, , ,45-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:42.0,S. Curry misses 3-pt jump shot from 26 ft, ,45-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:38.0,Offensive rebound by S. Curry, ,45-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:34.0,K. Oubre makes 2-pt dunk from 1 ft (assist by J. Toscano-Anderson),+2,47-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:16.0, , ,47-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:13.0,Shooting foul by K. Durant (drawn by J. Wiseman), ,47-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:13.0,J. Wiseman makes free throw 1 of 2,+1,48-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:13.0,J. Wiseman makes free throw 2 of 2,+1,49-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:06.0, , ,49-69
